47.531, 0.194, 96.331
45.743, 1.09, 96.331
43.969, 2.013, 95.963
42.214, 2.972, 95.963
40.494, 3.992, 95.541
38.797, 5.051, 95.056
37.128, 6.152, 94.498
35.499, 7.313, 94.498
33.915, 8.534, 93.853
32.376, 9.809, 93.11
30.888, 11.145, 92.252
29.462, 12.546, 91.265
28.108, 14.018, 90.135
26.841, 15.565, 88.852
25.678, 17.191, 87.416
24.636, 18.897, 85.838
23.739, 20.683, 84.151
23.012, 22.544, 82.416
22.48, 24.47, 80.724
22.177, 26.445, 77.977
22.162, 28.443, 77.194
22.412, 30.425, 76.946
22.94, 32.351, 78.118
23.76, 34.172, 79.4
24.804, 35.875, 80.979
26.044, 37.442, 82.714
27.462, 38.851, 86.193
29.01, 40.116, 87.488
30.657, 41.247, 84.536
32.384, 42.255, 81.478
34.173, 43.148, 78.3
36.01, 43.937, 74.987
37.884, 44.633, 71.52
39.789, 45.243, 67.876
41.721, 45.759, 64.025
43.67, 46.207, 59.927
45.632, 46.593, 55.529
47.604, 46.925, 50.749
49.587, 47.181, 45.469
51.576, 47.39, 39.491
53.569, 47.561, 32.428
55.566, 47.668, 23.314
57.704, 47.754, 0
57.704, 47.754, 0
77.688, 48.559, 0
endData
127
100
200
47.531, 0.194, 9.889, 18.252, 14.722, 46.737, 57.704, 47.754
